Date,Source,Site ID,POC,Daily Mean PM10 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2/2/2020,AQS,560010801,1,39,ug/m3 SC,36,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/3/2020,AQS,560010801,1,14,ug/m3 SC,13,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/4/2020,AQS,560010801,1,7,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/5/2020,AQS,560010801,1,9,ug/m3 SC,8,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/6/2020,AQS,560010801,1,6,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/7/2020,AQS,560010801,1,6,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/8/2020,AQS,560010801,1,10,ug/m3 SC,9,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/9/2020,AQS,560010801,1,4,ug/m3 SC,4,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/10/2020,AQS,560010801,1,4,ug/m3 SC,4,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/11/2020,AQS,560010801,1,10,ug/m3 SC,9,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/12/2020,AQS,560010801,1,5,ug/m3 SC,5,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/13/2020,AQS,560010801,1,7,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/14/2020,AQS,560010801,1,24,ug/m3 SC,22,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/15/2020,AQS,560010801,1,13,ug/m3 SC,12,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/16/2020,AQS,560010801,1,8,ug/m3 SC,7,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/17/2020,AQS,560010801,1,9,ug/m3 SC,8,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/18/2020,AQS,560010801,1,15,ug/m3 SC,14,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/19/2020,AQS,560010801,1,11,ug/m3 SC,10,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/20/2020,AQS,560010801,1,23,ug/m3 SC,21,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/21/2020,AQS,560010801,1,24,ug/m3 SC,22,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/22/2020,AQS,560010801,1,26,ug/m3 SC,24,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/23/2020,AQS,560010801,1,15,ug/m3 SC,14,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/24/2020,AQS,560010801,1,11,ug/m3 SC,10,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/25/2020,AQS,560010801,1,5,ug/m3 SC,5,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/26/2020,AQS,560010801,1,14,ug/m3 SC,13,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/27/2020,AQS,560010801,1,6,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/28/2020,AQS,560010801,1,14,ug/m3 SC,13,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
2/29/2020,AQS,560010801,1,37,ug/m3 SC,34,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/1/2020,AQS,560010801,1,15,ug/m3 SC,14,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/2/2020,AQS,560010801,1,11,ug/m3 SC,10,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/3/2020,AQS,560010801,1,13,ug/m3 SC,12,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/4/2020,AQS,560010801,1,15,ug/m3 SC,14,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/5/2020,AQS,560010801,1,14,ug/m3 SC,13,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/6/2020,AQS,560010801,1,26,ug/m3 SC,24,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/7/2020,AQS,560010801,1,30,ug/m3 SC,28,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/8/2020,AQS,560010801,1,13,ug/m3 SC,12,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/9/2020,AQS,560010801,1,12,ug/m3 SC,11,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/10/2020,AQS,560010801,1,17,ug/m3 SC,16,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/11/2020,AQS,560010801,1,23,ug/m3 SC,21,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/12/2020,AQS,560010801,1,7,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/13/2020,AQS,560010801,1,10,ug/m3 SC,9,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/14/2020,AQS,560010801,1,24,ug/m3 SC,22,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/15/2020,AQS,560010801,1,14,ug/m3 SC,13,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/16/2020,AQS,560010801,1,17,ug/m3 SC,16,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/17/2020,AQS,560010801,1,14,ug/m3 SC,13,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/18/2020,AQS,560010801,1,29,ug/m3 SC,27,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/19/2020,AQS,560010801,1,6,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/20/2020,AQS,560010801,1,13,ug/m3 SC,12,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/21/2020,AQS,560010801,1,25,ug/m3 SC,23,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/22/2020,AQS,560010801,1,7,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/23/2020,AQS,560010801,1,13,ug/m3 SC,12,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/24/2020,AQS,560010801,1,9,ug/m3 SC,8,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/25/2020,AQS,560010801,1,10,ug/m3 SC,9,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/26/2020,AQS,560010801,1,12,ug/m3 SC,11,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/27/2020,AQS,560010801,1,4,ug/m3 SC,4,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/28/2020,AQS,560010801,1,9,ug/m3 SC,8,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/29/2020,AQS,560010801,1,16,ug/m3 SC,15,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/30/2020,AQS,560010801,1,16,ug/m3 SC,15,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
3/31/2020,AQS,560010801,1,16,ug/m3 SC,15,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/1/2020,AQS,560010801,1,11,ug/m3 SC,10,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/2/2020,AQS,560010801,1,6,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/3/2020,AQS,560010801,1,10,ug/m3 SC,9,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/4/2020,AQS,560010801,1,14,ug/m3 SC,13,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/5/2020,AQS,560010801,1,30,ug/m3 SC,28,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/6/2020,AQS,560010801,1,21,ug/m3 SC,19,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/7/2020,AQS,560010801,1,15,ug/m3 SC,14,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/8/2020,AQS,560010801,1,10,ug/m3 SC,9,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/9/2020,AQS,560010801,1,19,ug/m3 SC,18,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/10/2020,AQS,560010801,1,18,ug/m3 SC,17,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/11/2020,AQS,560010801,1,19,ug/m3 SC,18,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/12/2020,AQS,560010801,1,5,ug/m3 SC,5,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/13/2020,AQS,560010801,1,6,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/14/2020,AQS,560010801,1,10,ug/m3 SC,9,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/15/2020,AQS,560010801,1,10,ug/m3 SC,9,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/16/2020,AQS,560010801,1,6,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/17/2020,AQS,560010801,1,19,ug/m3 SC,18,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/18/2020,AQS,560010801,1,15,ug/m3 SC,14,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/19/2020,AQS,560010801,1,12,ug/m3 SC,11,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/20/2020,AQS,560010801,1,10,ug/m3 SC,9,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/21/2020,AQS,560010801,1,16,ug/m3 SC,15,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/22/2020,AQS,560010801,1,14,ug/m3 SC,13,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/23/2020,AQS,560010801,1,8,ug/m3 SC,7,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/24/2020,AQS,560010801,1,4,ug/m3 SC,4,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/25/2020,AQS,560010801,1,9,ug/m3 SC,8,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/26/2020,AQS,560010801,1,9,ug/m3 SC,8,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/27/2020,AQS,560010801,1,9,ug/m3 SC,8,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/28/2020,AQS,560010801,1,9,ug/m3 SC,8,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/29/2020,AQS,560010801,1,15,ug/m3 SC,14,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
4/30/2020,AQS,560010801,1,24,ug/m3 SC,22,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/1/2020,AQS,560010801,1,14,ug/m3 SC,13,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/2/2020,AQS,560010801,1,7,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/3/2020,AQS,560010801,1,8,ug/m3 SC,7,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/4/2020,AQS,560010801,1,6,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/5/2020,AQS,560010801,1,9,ug/m3 SC,8,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/6/2020,AQS,560010801,1,15,ug/m3 SC,14,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/7/2020,AQS,560010801,1,15,ug/m3 SC,14,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/8/2020,AQS,560010801,1,10,ug/m3 SC,9,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/9/2020,AQS,560010801,1,5,ug/m3 SC,5,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/10/2020,AQS,560010801,1,9,ug/m3 SC,8,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/11/2020,AQS,560010801,1,11,ug/m3 SC,10,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/12/2020,AQS,560010801,1,15,ug/m3 SC,14,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/13/2020,AQS,560010801,1,15,ug/m3 SC,14,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/14/2020,AQS,560010801,1,16,ug/m3 SC,15,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/15/2020,AQS,560010801,1,9,ug/m3 SC,8,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/16/2020,AQS,560010801,1,5,ug/m3 SC,5,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/17/2020,AQS,560010801,1,11,ug/m3 SC,10,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/18/2020,AQS,560010801,1,24,ug/m3 SC,22,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/19/2020,AQS,560010801,1,47,ug/m3 SC,44,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/20/2020,AQS,560010801,1,17,ug/m3 SC,16,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/21/2020,AQS,560010801,1,15,ug/m3 SC,14,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/22/2020,AQS,560010801,1,25,ug/m3 SC,23,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/23/2020,AQS,560010801,1,20,ug/m3 SC,19,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/24/2020,AQS,560010801,1,5,ug/m3 SC,5,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/25/2020,AQS,560010801,1,6,ug/m3 SC,6,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/26/2020,AQS,560010801,1,8,ug/m3 SC,7,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/27/2020,AQS,560010801,1,11,ug/m3 SC,10,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/28/2020,AQS,560010801,1,16,ug/m3 SC,15,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/29/2020,AQS,560010801,1,17,ug/m3 SC,16,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/30/2020,AQS,560010801,1,24,ug/m3 SC,22,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
5/31/2020,AQS,560010801,1,21,ug/m3 SC,19,NORTH SITE...NORTH OF MT. CEMENT PLANT,1,100,81102,PM10 Total 0-10um STP,29660,"Laramie, WY",56,Wyoming,1,Albany,41.27444,-105.60167
